0.000000000000000000e+00,-1.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,7.853981633974482790e-01,-1.570796326794896558e+00,-7.853981633974482790e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.276600146864004678e-03,-9.999031411873430253e-01,7.952759044409016820e-01,5.276600146864083608e-03,7.652517644236230820e-01,-1.570184411383111600e+00,-7.658636798354079289e-01,1.271543913952615329e-19,1.445187848782849560e-01,-1.399157461589301266e-01,5.898231933964786372e-02,-5.437928062029215304e-02,0.000000000000000000e+00
-1.051642414913727536e-02,-9.998075064762236286e-01,7.905841028154828587e-01,1.051642414913743148e-02,7.448868272028515980e-01,-1.568783732488185256e+00,-7.468994215095627887e-01,-9.940055478193764552e-20,2.885381142876747851e-01,-2.783485338935521858e-01,1.180613438700821027e-01,-1.078717634759574495e-01,0.000000000000000000e+00
-1.571963904027165460e-02,-9.997129694779263165e-01,7.859243354771228152e-01,1.571963904027189399e-02,7.243193013714170903e-01,-1.566606767621376628e+00,-7.285088605449370203e-01,1.940342665642823909e-18,4.320543997030464878e-01,-4.153109556482210141e-01,1.772307773660127539e-01,-1.604873333111842271e-01,0.000000000000000000e+00
-2.088641213807383018e-02,-9.996194035865900718e-01,7.812963456375907612e-01,2.088641213807412508e-02,7.035641670929998481e-01,-1.563665236342376863e+00,-7.106952575455194321e-01,1.839164224627154043e-18,5.750642296052123070e-01,-5.508154421894718711e-01,2.364844959985437922e-01,-2.122357085827993872e-01,0.000000000000000000e+00
-2.601691094367651613e-02,-9.995266809053465762e-01,7.766998793106060228e-01,2.601691094367684920e-02,6.826354281785586009e-01,-1.559970106986319882e+00,-6.934616479871352768e-01,1.510806221548784302e-15,7.175643869542905895e-01,-6.848742396867029125e-01,2.958165674462737149e-01,-2.631264201786812085e-01,0.000000000000000000e+00
-3.111130301985296637e-02,-9.994346712767819829e-01,7.721346852528045979e-01,3.111130301985338617e-02,6.615461069763292068e-01,-1.555531598119791026e+00,-6.768108356514348500e-01,1.510816717604536262e-15,8.595518639217025747e-01,-8.174993884207362171e-01,3.552212675998786540e-01,-3.131687920989061347e-01,0.000000000000000000e+00
-3.616975585178142105e-02,-9.993432414046223844e-01,7.676005149025909580e-01,3.616975585178190677e-02,6.403082410617024767e-01,-1.550359175116080568e+00,-6.607453927405184668e-01,1.508410545717574791e-15,1.001023874234076905e+00,-9.487027029344341500e-01,4.146930951630974360e-01,-3.623719238634475759e-01,0.000000000000000000e+00
-4.119243669283701587e-02,-9.992522540531058040e-01,7.630971223172670070e-01,4.119243669283757098e-02,6.189328816789415599e-01,-1.544461542154509814e+00,-6.452676663193281925e-01,1.508817518648896219e-15,1.141977863478486066e+00,-1.078495753414897340e+00,4.742267844577639502e-01,-4.107446743941666756e-01,0.000000000000000000e+00
-4.617951239745302083e-02,-9.991615673099817352e-01,7.586242641087442840e-01,4.617951239745364533e-02,5.974300938174577080e-01,-1.537846629867860138e+00,-6.303797907444940174e-01,1.509064671623113122e-15,1.282411517715884131e+00,-1.206889848070427096e+00,5.338173167466507829e-01,-4.582956471011835897e-01,0.000000000000000000e+00
