0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.903903345590110430e-02,-8.000000000000000444e-01,5.973421356237310631e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.873619648527915960e-02,-7.943989375630524652e-01,5.931711600148851238e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.843499245165699962e-02,-7.888363053179314743e-01,5.890278442019246663e-01
2.116362640691704655e-16,2.775760829084067816e-16,1.630395146458057085e-20,-4.813546109467867207e-02,-7.833118390051435620e-01,5.849120384172311615e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.783763948813285483e-02,-7.778252761999286946e-01,5.808235968732748944e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.754156211320043068e-02,-7.723763562961646345e-01,5.767623773443227853e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.724726094889741823e-02,-7.669648204907634215e-01,5.727282407742743109e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.695476557962502406e-02,-7.615904117684926256e-01,5.687210509125997238e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.666410331935882949e-02,-7.562528748871786277e-01,5.647406739801732467e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.637529935174439233e-02,-7.509519563632421901e-01,5.607869783665361263e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.608837688518901965e-02,-7.456874044575140248e-01,5.568598343599066025e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.580335732193757670e-02,-7.404589691612880609e-01,5.529591139109854003e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.552026044012807970e-02,-7.352664021825614515e-01,5.490846904313889665e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.523910458787688826e-02,-7.301094569324194650e-01,5.452364386273467201e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.495990688860124207e-02,-7.249878885115145222e-01,5.414142343691442649e-01
9.714451465470119729e-16,-2.778662060266330581e-16,-2.199227599744912797e-18,-4.468268345698587357e-02,-7.199014536965969713e-01,5.376179545966958129e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.440744962528153650e-02,-7.148499109270489704e-01,5.338474772615994235e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.413422017997170599e-02,-7.098330202913702980e-01,5.301026813060641940e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.386300960921113434e-02,-7.048505435135724584e-01,5.263834466792332023e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.359383236197172939e-02,-6.999022439394159134e-01,5.226896543916357274e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.332670312031283721e-02,-6.949878865224394797e-01,5.190211866088435544e-01
